State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Pct of Votes
Andhra Pradesh,Pedakurapadu,5,GANTA VENKATESWARLU,Pyramid Party of India,180,0,180,0.09
Andhra Pradesh,Pedakurapadu,6,CHINTHAPALLI. SRIDHAR.,Mundadugu Praja Party,114,0,114,0.06
Andhra Pradesh,Pedakurapadu,7,CHILAKA RATNAM,Navarang Congress Party,97,0,97,0.05
Andhra Pradesh,Pedakurapadu,8,PUTTI SAMRAJYAM,Janasena Party,7156,42,7198,3.64
Andhra Pradesh,Pedakurapadu,9,POTHURAJU KATAMRAJU,Samaanya Praja Party,182,0,182,0.09
Andhra Pradesh,Tadikonda (SC),1,Ananda Babu Srungarapati,Bharatiya Janata Party,1010,0,1010,0.67
Andhra Pradesh,Tadikonda (SC),2,Chilaka Vijay Kumar,Indian National Congress,1179,0,1179,0.78
Andhra Pradesh,Tadikonda (SC),3,Tenali Sravan Kumar,Telugu Desam,72268,0,72268,47.79
Andhra Pradesh,Tadikonda (SC),4,Neelam Ravi Kiran,Bahujan Samaj Party,3415,0,3415,2.26
Andhra Pradesh,Tadikonda (SC),5,Vundavalli Sridevi,Yuvajana Sramika Rythu Congress Party,71776,0,71776,47.47
Andhra Pradesh,Tadikonda (SC),6,K Emmanuel,India Praja Bandhu Party,210,0,210,0.14
Andhra Pradesh,Tadikonda (SC),7,THALLURI NAGARAJU,Pyramid Party of India,76,0,76,0.05
Andhra Pradesh,Tadikonda (SC),8,Pilli Baburao,All India Praja Party,59,0,59,0.04
Andhra Pradesh,Tadikonda (SC),9,Bokka Sangeetha Rao,Mundadugu Praja Party,76,0,76,0.05
Andhra Pradesh,Pedakurapadu,10,NAMBURU KALYAN CHAKRAVARTHI,Independent,267,0,267,0.13
Andhra Pradesh,Pedakurapadu,11,KANCHETI SAI BABU,Independent,154,0,154,0.08
Andhra Pradesh,Pedakurapadu,12,NOTA,None of the Above,1395,2,1397,0.71
Andhra Pradesh,Tadikonda (SC),10,KORABANDI VENKAIAH,Independent,257,0,257,0.17
Andhra Pradesh,Tadikonda (SC),11,Sarva Srinivasarao,Independent,133,0,133,0.09
Andhra Pradesh,Tadikonda (SC),12,NOTA,None of the Above,755,0,755,0.5
Andhra Pradesh,Mangalagiri,1,Alla Rama Krishna Reddy (RK),Yuvajana Sramika Rythu Congress Party,71817,0,71817,47.77
Andhra Pradesh,Mangalagiri,2,Jaggarapu Ramohan Rao,Bharatiya Janata Party,763,0,763,0.51
Andhra Pradesh,Mangalagiri,3,Nara Lokesh,Telugu Desam,67489,0,67489,44.9
Andhra Pradesh,Mangalagiri,4,Muppalla Nageswara Rao,Communist Party of India,6726,0,6726,4.47
Andhra Pradesh,Mangalagiri,5,Shaik Saleem,Indian National Congress,854,0,854,0.57
Andhra Pradesh,Mangalagiri,6,Jaleel.Shaik,Navarang Congress Party,49,0,49,0.03
Andhra Pradesh,Mangalagiri,7,Thota Siva Rama Prasad,Samajwadi Party,63,0,63,0.04
Andhra Pradesh,Mangalagiri,8,Deepala Sambhashiva Rao,Pyramid Party of India,71,0,71,0.05
Andhra Pradesh,Mangalagiri,9,G. Prasad,Navodayam Party,61,0,61,0.04
Andhra Pradesh,Mangalagiri,10,Babu Rao Itta,Nava Samaj Party,43,0,43,0.03
Andhra Pradesh,Mangalagiri,11,Machiraju Bheema Sankara Chaitanya,Jai Hindustan Party,22,0,22,0.01
Andhra Pradesh,Mangalagiri,12,Lokam Sesha Siva Bhaskara Rao,Communist Party of India  (Marxist-Leninist)  (Liberation),31,0,31,0.02
Andhra Pradesh,Mangalagiri,13,Vinay Kishore Merigala,Indian Labour Party (Ambedkar Phule),196,0,196,0.13
Andhra Pradesh,Mangalagiri,14,Velalla Sai Subramanyam,Navataram Party,38,0,38,0.03
Andhra Pradesh,Mangalagiri,15,Shaik Saleem,Praja Shanthi Party,91,0,91,0.06
Andhra Pradesh,Mangalagiri,16,Suraboina. Murali Krishna,All Indians Party,164,0,164,0.11
Andhra Pradesh,Mangalagiri,17,Saira Banu,Indian Union Muslim League,309,0,309,0.21
Andhra Pradesh,Mangalagiri,18,Akkisetti Sri Krishna,Independent,93,0,93,0.06
Andhra Pradesh,Ponnur,1,Venkatroshaiah Kilari,Yuvajana Sramika Rythu Congress Party,85409,0,85409,45.91
Andhra Pradesh,Ponnur,2,Cheedepudi Bala Vijaya Bhaskaraa Reddy,Bharatiya Janata Party,705,0,705,0.38
Andhra Pradesh,Ponnur,3,Jakka Naga Srinivasa Vara Prasad,Indian National Congress,1866,0,1866,1
Andhra Pradesh,Ponnur,4,Dhulipalla Narendra Kumar,Telugu Desam,84091,0,84091,45.2
Andhra Pradesh,Ponnur,5,Naresh Kumar Burra,Dalita Bahujana Party,415,0,415,0.22
Andhra Pradesh,Ponnur,6,Parvathi Boni,Janasena Party,11859,0,11859,6.38
Andhra Pradesh,Ponnur,7,Sambasivarao Moddu,Indian Labour Party (Ambedkar Phule),110,0,110,0.06
Andhra Pradesh,Ponnur,8,Yenumula Siva Nageswararao,Pyramid Party of India,87,0,87,0.05
Andhra Pradesh,Ponnur,9,Sai Babu Jinni,Independent,89,0,89,0.05
Andhra Pradesh,Mangalagiri,19,Alla Radha Devi,Independent,192,0,192,0.13
Andhra Pradesh,Mangalagiri,20,Kammela. Suri Babu,Independent,87,0,87,0.06
Andhra Pradesh,Mangalagiri,21,Karumanchi Ramarao,Independent,46,0,46,0.03
Andhra Pradesh,Mangalagiri,22,Kasani Sudhakar Babu,Independent,25,0,25,0.02
Andhra Pradesh,Mangalagiri,23,Kosanam Srinivasa Rao,Independent,24,0,24,0.02
Andhra Pradesh,Mangalagiri,24,Tamanna Simhadri,Independent,31,0,31,0.02
Andhra Pradesh,Mangalagiri,25,Tariq Shaik,Independent,40,0,40,0.03
Andhra Pradesh,Mangalagiri,26,Thondamallu Vijaya Bhaskar,Independent,13,0,13,0.01
Andhra Pradesh,Mangalagiri,27,Naidu Nagaraju,Independent,34,0,34,0.02
Andhra Pradesh,Mangalagiri,28,Nandipalli Srinivasa Rao,Independent,16,0,16,0.01
Andhra Pradesh,Mangalagiri,29,Ravuri Kishore Babu (RK),Independent,31,0,31,0.02
Andhra Pradesh,Ponnur,10,Linga Reddy Tiyyagura,Independent,124,0,124,0.07
Andhra Pradesh,Ponnur,11,Dasari Venkateswarlu,Independent,103,0,103,0.06
Andhra Pradesh,Ponnur,12,NOTA,None of the Above,1165,0,1165,0.63
Andhra Pradesh,Mangalagiri,30,Valaparla Kishore,Independent,131,0,131,0.09
Andhra Pradesh,Mangalagiri,31,Videla Sai Srinivas,Independent,255,0,255,0.17
Andhra Pradesh,Mangalagiri,32,Shaik Raheem,Independent,81,0,81,0.05
Andhra Pradesh,Mangalagiri,33,NOTA,None of the Above,438,0,438,0.29
Andhra Pradesh,Vemuru (SC),1,ANANDA BABU NAKKA,Telugu Desam,71268,0,71268,41.82
Andhra Pradesh,Vemuru (SC),2,JALADI SOBHAN KUMAR,Indian National Congress,1708,0,1708,1
Andhra Pradesh,Vemuru (SC),3,DARSANAPU SRINIVASA RAO,Bharatiya Janata Party,914,0,914,0.54
Andhra Pradesh,Vemuru (SC),4,MERUGU NAGARJUNA,Yuvajana Sramika Rythu Congress Party,80989,0,80989,47.53
Andhra Pradesh,Vemuru (SC),5,BHARAT BHUSHAN APPIKATLA,Janasena Party,12984,0,12984,7.62
Andhra Pradesh,Vemuru (SC),6,KAMALAKARA RAO GATTUPALLI,Pyramid Party of India,123,0,123,0.07
Andhra Pradesh,Vemuru (SC),7,RANI KOTARI,Indian Labour Party (Ambedkar Phule),203,0,203,0.12
Andhra Pradesh,Vemuru (SC),8,SAILAJA BAKKA,Navarang Congress Party,92,0,92,0.05
Andhra Pradesh,Vemuru (SC),9,TULLIBILLI ANIL KUMAR,Independent,120,0,120,0.07
Andhra Pradesh,Vemuru (SC),10,MANDE PITCHAIAH,Independent,211,0,211,0.12
Andhra Pradesh,Vemuru (SC),11,NOTA,None of the Above,1791,0,1791,1.05
Andhra Pradesh,Repalle,1,ANAGANI SATYA PRASAD,Telugu Desam,86057,0,86057,49.03
Andhra Pradesh,Repalle,2,MOPIDEVI SRINIVASARAO,Indian National Congress,1789,0,1789,1.02
Andhra Pradesh,Repalle,3,VENKATA RAMANA RAO MOPIDEVI,Yuvajana Sramika Rythu Congress Party,72539,0,72539,41.33
Andhra Pradesh,Repalle,4,HARSHA VARDHAN NAGISETTI,Bharatiya Janata Party,789,0,789,0.45
Andhra Pradesh,Repalle,5,KAMATHAM SAMBASIVARAO,Janasena Party,11374,0,11374,6.48
Andhra Pradesh,Repalle,6,KONDETI VENKATESWARA RAO,Navarang Congress Party,161,0,161,0.09
Andhra Pradesh,Repalle,7,PARRE KOTAIAH,Indian Labour Party (Ambedkar Phule),163,0,163,0.09
Andhra Pradesh,Repalle,8,BELLAMKONDA INDIRAMMA,Pyramid Party of India,104,0,104,0.06
Andhra Pradesh,Tenali,1,ANNABATHUNI SIVA KUMAR,Yuvajana Sramika Rythu Congress Party,92927,0,92927,45.74
Andhra Pradesh,Tenali,2,ALAPATI RAJENDRA PRASAD,Telugu Desam,76138,0,76138,37.47
Andhra Pradesh,Tenali,3,Dr. CHANDU SAMBASIVUDU,Indian National Congress,1614,0,1614,0.79
Andhra Pradesh,Tenali,4,RAMAKRISHNA PATIBANDLA,Bharatiya Janata Party,958,0,958,0.47
Andhra Pradesh,Tenali,5,KARUMANCHI RAVI KUMAR,Viduthalai Chiruthaigal Katchi,102,0,102,0.05
Andhra Pradesh,Tenali,6,THOTA SADASIVA RAO,All Peoples Party,119,0,119,0.06
Andhra Pradesh,Tenali,7,NADENDLA MANOHAR,Janasena Party,29640,0,29640,14.59
Andhra Pradesh,Tenali,8,PILLI RANA PRATHAP,Communist Party of India  (Marxist-Leninist)  (Liberation),127,0,127,0.06
Andhra Pradesh,Tenali,9,BOMMU MANGAMMA,Pyramid Party of India,151,0,151,0.07
Andhra Pradesh,Repalle,9,MERUGUPALA SADASIVARAO,India Praja Bandhu Party,175,0,175,0.1
Andhra Pradesh,Repalle,10,MEKA .VENKATESWARA RAO.,Republican Party of India (A),81,0,81,0.05
Andhra Pradesh,Repalle,11,KOPANATHI.SRINIVASARAO,Independent,428,0,428,0.24
Andhra Pradesh,Repalle,12,CHERUKURI.JAYAPAL,Independent,152,0,152,0.09
Andhra Pradesh,Repalle,13,PADYALA MANIKYARAO,Independent,113,0,113,0.06
Andhra Pradesh,Repalle,14,BODDU NAGESWARARAO,Independent,201,0,201,0.11
Andhra Pradesh,Repalle,15,MEDIKONDA RATNABABU,Independent,176,0,176,0.1
Andhra Pradesh,Repalle,16,NOTA,None of the Above,1221,0,1221,0.7
Andhra Pradesh,Tenali,10,SYED KHAMURUNNISSA,Navarang Congress Party,45,0,45,0.02
Andhra Pradesh,Tenali,11,S.B.M VENKATESWARARAO,Navataram Party,66,0,66,0.03
Andhra Pradesh,Tenali,12,BH.SURESH REDDY,Independent,64,0,64,0.03
Andhra Pradesh,Tenali,13,SK TAYARUNNISA,Independent,84,0,84,0.04
Andhra Pradesh,Tenali,14,NOTA,None of the Above,1140,0,1140,0.56
Andhra Pradesh,Bapatla,1,ANNAM SATISH PRABHAKAR,Telugu Desam,63729,0,63729,42.05
Andhra Pradesh,Bapatla,2,KONA RAGHUPATHI,Yuvajana Sramika Rythu Congress Party,78709,0,78709,51.93
Andhra Pradesh,Bapatla,3,MOHAMMAD MOHIDDIN BAIG,Indian National Congress,1561,0,1561,1.03
Andhra Pradesh,Bapatla,4,SHAIK KARIMULLA,Bharatiya Janata Party,529,0,529,0.35
Andhra Pradesh,Bapatla,5,CHUKKA WALTER,Hardam Manavtawadi Rashtriya Dal,102,0,102,0.07
Andhra Pradesh,Bapatla,6,BADUGU VIJAYA BHARATH,Praja Shanthi Party,110,0,110,0.07
Andhra Pradesh,Bapatla,7,BABURAO TUMATI,All India Praja Party,50,0,50,0.03
Andhra Pradesh,Bapatla,8,MARISETTY VENKATASIVA NAGESWARARAO,Pyramid Party of India,67,0,67,0.04
Andhra Pradesh,Prathipadu (SC),1,Korivi. Vinay Kumar,Indian National Congress,2921,4,2925,1.39
Andhra Pradesh,Prathipadu (SC),2,Dokka Manikya Varaprasada Rao,Telugu Desam,84767,343,85110,40.46
Andhra Pradesh,Prathipadu (SC),3,Dr. Dara Ambedkar,Bharatiya Janata Party,954,22,976,0.46
Andhra Pradesh,Prathipadu (SC),4,Mekathoti Sucharitha,Yuvajana Sramika Rythu Congress Party,91876,632,92508,43.98
Andhra Pradesh,Prathipadu (SC),5,Anusha Myla,Praja Shanthi Party,352,0,352,0.17
Andhra Pradesh,Prathipadu (SC),6,Yddu Kantharao,Pyramid Party of India,91,0,91,0.04
Andhra Pradesh,Prathipadu (SC),7,Thippabathini Govindu,Communist Party of India (Marxist-Leninist) Red Star,428,0,428,0.2
Andhra Pradesh,Prathipadu (SC),8,Dodda Nagamalli Raju,Indian Labour Party (Ambedkar Phule),225,0,225,0.11
Andhra Pradesh,Bapatla,9,YENUMALA BHASKARARAO,Indian Labour Party (Ambedkar Phule),89,0,89,0.06
Andhra Pradesh,Bapatla,10,LAKSHMI NARASIMHA IKKURTHI,Janasena Party,3917,0,3917,2.58
Andhra Pradesh,Bapatla,11,KATTA RUBENU,Independent,352,0,352,0.23
Andhra Pradesh,Bapatla,12,V. THULASI RAO,Independent,41,0,41,0.03
Andhra Pradesh,Bapatla,13,N. PRAKASARAO,Independent,90,0,90,0.06
Andhra Pradesh,Bapatla,14,PULUGU. MADHU SUDHANA REDDY,Independent,113,0,113,0.07
Andhra Pradesh,Bapatla,15,PULUGU. SUSEELA,Independent,111,0,111,0.07
Andhra Pradesh,Bapatla,16,BHARGAVA REDDY DOMA (BHARGAVA INDIAN),Independent,261,0,261,0.17
Andhra Pradesh,Bapatla,17,MALLISETTY PRASANNALATHA,Independent,458,0,458,0.3
Andhra Pradesh,Bapatla,18,VEMAVARAPU VIJAYA KUMAR,Independent,374,0,374,0.25
Andhra Pradesh,Bapatla,19,V. L. SRINIVASA REDDY,Independent,143,0,143,0.09
Andhra Pradesh,Guntur West,1,CHANDRAGIRI YESURATNAM,Yuvajana Sramika Rythu Congress Party,31446,0,31446,36.24
Andhra Pradesh,Guntur West,2,MADDALI GIRIDHARA RAO,Telugu Desam,40138,0,40138,46.26
Andhra Pradesh,Guntur West,3,MADHAVI LATHA PASUPULETI,Bharatiya Janata Party,915,0,915,1.05
Andhra Pradesh,Guntur West,4,ROHIT SAVARAM,Indian National Congress,620,0,620,0.71
Andhra Pradesh,Guntur West,5,DR. ANKAIAH MADDU,Indian Labour Party (Ambedkar Phule),59,0,59,0.07
Andhra Pradesh,Guntur West,6,ALTAF HUSSAIN. SHAIK,Indian Union Muslim League,25,0,25,0.03
Andhra Pradesh,Guntur West,7,KALUKURI NAGARJUNA (ALIAS CHANTI),Dalita Bahujana Party,50,0,50,0.06
Andhra Pradesh,Prathipadu (SC),9,Meruga. Vijaya Raju,Navataram Party,208,0,208,0.1
Andhra Pradesh,Prathipadu (SC),10,Ravela Kishore Babu,Janasena Party,26240,131,26371,12.54
Andhra Pradesh,Prathipadu (SC),11,Thangirala Irmiya,Independent,141,0,141,0.07
Andhra Pradesh,Prathipadu (SC),12,Naga PapaRao. Kommu,Independent,70,0,70,0.03
Andhra Pradesh,Prathipadu (SC),13,Marku Boujanku,Independent,98,0,98,0.05
Andhra Pradesh,Prathipadu (SC),14,NOTA,None of the Above,835,4,839,0.4
Andhra Pradesh,Bapatla,20,NOTA,None of the Above,756,0,756,0.5
Andhra Pradesh,Guntur West,8,KONDRAJU SANTHI BHARATH,Republican Party of India (A),13,0,13,0.01
Andhra Pradesh,Guntur West,9,GUDUGUNTLA RADHA,Pyramid Party of India,53,0,53,0.06
Andhra Pradesh,Guntur West,10,DR. THOTA CHANDRA SHEKHAR,Janasena Party,12247,0,12247,14.11
Andhra Pradesh,Guntur West,11,R. TRIKOTESWARA RAO,Jai Hindustan Party,26,0,26,0.03
Andhra Pradesh,Guntur West,12,NALLAKA VIJAYA RAJU,Navodayam Party,9,0,9,0.01
Andhra Pradesh,Guntur West,13,M. BASAVARAJU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),12,0,12,0.01
Andhra Pradesh,Guntur West,14,VITTALADEVUNI GANESH KUMAR,Navataram Party,22,0,22,0.03
Andhra Pradesh,Guntur West,15,VENIGALLA PUSHPALATHA,Communist Party of India (Marxist-Leninist) Red Star,45,0,45,0.05
Andhra Pradesh,Guntur West,16,SHAIK SHUKUR,Navarang Congress Party,46,0,46,0.05
Andhra Pradesh,Guntur West,17,SADHANALA NAGESWARA RAO,Viduthalai Chiruthaigal Katchi,136,0,136,0.16
Andhra Pradesh,Guntur West,18,B. ANIL KUMAR,Independent,66,0,66,0.08
Andhra Pradesh,Chilakaluripet,1,ANNAM SREENIVASARAO,Bharatiya Janata Party,356,0,356,0.21
Andhra Pradesh,Chilakaluripet,2,PRATHIPATI PULLARAO,Telugu Desam,77093,0,77093,45.92
Andhra Pradesh,Chilakaluripet,3,MADDULA RADHA KRISHNA,Indian National Congress,1326,0,1326,0.79
Andhra Pradesh,Chilakaluripet,4,RAJINI VIDADALA,Yuvajana Sramika Rythu Congress Party,83912,0,83912,49.98
Andhra Pradesh,Chilakaluripet,5,ABDUL MUNAPH SHEK,Aihra National Party,287,0,287,0.17
Andhra Pradesh,Chilakaluripet,6,NAGESWARA RAO GADE,Janasena Party,2784,0,2784,1.66
Andhra Pradesh,Chilakaluripet,7,MEKAPOTHULA SANKAR KUMAR,Republican Party of India (A),84,0,84,0.05
Andhra Pradesh,Chilakaluripet,8,Rathnakumari Thanneeru,Pyramid Party of India,55,0,55,0.03
Andhra Pradesh,Guntur East,1,JAGAN MOHAN REDDY MADDIREDDY,Indian National Congress,1941,0,1941,1.51
Andhra Pradesh,Guntur East,2,NERELLA V.S. SURESH,Bharatiya Janata Party,2281,0,2281,1.78
Andhra Pradesh,Guntur East,3,MOHAMMED NASEER,Telugu Desam,44069,0,44069,34.33
Andhra Pradesh,Guntur East,4,MOHAMMED MUSTAFA SHAIK,Yuvajana Sramika Rythu Congress Party,59853,0,59853,46.63
Andhra Pradesh,Guntur East,5,KAJA VENKATA RAGHAVENDRA SANJEEVA RAO,Pyramid Party of India,160,0,160,0.12
Andhra Pradesh,Guntur East,6,ZIA UR RAHMAN SHAIK,Janasena Party,18151,0,18151,14.14
Andhra Pradesh,Guntur East,7,TULASI PRAVEEN KUMAR,Nava Samaj Party,73,0,73,0.06
Andhra Pradesh,Guntur East,8,PILLI CHENNAKESAVULU,Communist Party of India (Marxist-Leninist) Red Star,59,0,59,0.05
Andhra Pradesh,Guntur West,19,AKULA. YEDUKONDALU,Independent,36,0,36,0.04
Andhra Pradesh,Guntur West,20,ATHUKURI KRISHNAIAH,Independent,49,0,49,0.06
Andhra Pradesh,Guntur West,21,INDLA. SUNNY DEOL,Independent,33,0,33,0.04
Andhra Pradesh,Guntur West,22,GANGARAJU DINAKAR,Independent,10,0,10,0.01
Andhra Pradesh,Guntur West,23,TANNIRU. SURESH BABU,Independent,19,0,19,0.02
Andhra Pradesh,Guntur West,24,NARASIMHA RAO SATTENAPALLI,Independent,11,0,11,0.01
Andhra Pradesh,Guntur West,25,P.N.V. PAVAN KUMAR,Independent,8,0,8,0.01
Andhra Pradesh,Guntur West,26,BALAJI SINGH RAJAPUTRA,Independent,20,0,20,0.02
Andhra Pradesh,Guntur West,27,RAHEEM SK,Independent,23,0,23,0.03
Andhra Pradesh,Guntur West,28,K VENKATESWARLU,Independent,46,0,46,0.05
Andhra Pradesh,Chilakaluripet,9,SUBRAMANYAM RAVU,Navataram Party,28,0,28,0.02
Andhra Pradesh,Chilakaluripet,10,KATTA KIRAN KUMAR,Independent,59,0,59,0.04
Andhra Pradesh,Chilakaluripet,11,KOCHERLA SRINIVASA RAO,Independent,18,0,18,0.01
Andhra Pradesh,Chilakaluripet,12,GUNJI VENKATESWARLU,Independent,150,0,150,0.09
Andhra Pradesh,Chilakaluripet,13,YEDUKONDALU JANGA,Independent,94,0,94,0.06
Andhra Pradesh,Chilakaluripet,14,THANUBODDI SUNDARA RAMIREDDY,Independent,52,0,52,0.03
Andhra Pradesh,Chilakaluripet,15,SIVA RAMA KRISHNA THOTA,Independent,105,0,105,0.06
Andhra Pradesh,Chilakaluripet,16,NAGARAJU VARJABOYINA,Independent,221,0,221,0.13
Andhra Pradesh,Chilakaluripet,17,BAHUJANKU RAJESH,Independent,98,0,98,0.06
Andhra Pradesh,Chilakaluripet,18,VALERU ASHOK KUMAR,Independent,242,0,242,0.14
Andhra Pradesh,Chilakaluripet,19,VEERAIAH MANDA,Independent,134,0,134,0.08
Andhra Pradesh,Chilakaluripet,20,NOTA,None of the Above,786,0,786,0.47
Andhra Pradesh,Guntur East,9,MOHAMMAD RIYAZ BASHA,Indian Union Muslim League,63,0,63,0.05
Andhra Pradesh,Guntur East,10,RAYAPUDI JEEVAN PERCIS,Indian Labour Party (Ambedkar Phule),52,0,52,0.04
Andhra Pradesh,Guntur East,11,VISHNUMOLAKALA VENKATESWARA RAO,Republican Party of India (A),27,0,27,0.02
Andhra Pradesh,Guntur East,12,SHAIK KHADAR BI,Navataram Party,23,0,23,0.02
Andhra Pradesh,Guntur East,13,SYED SAIDA,Navarang Congress Party,39,0,39,0.03
Andhra Pradesh,Guntur East,14,KROSURI RAMU,Independent,33,0,33,0.03
Andhra Pradesh,Guntur East,15,GRANDHI PARDHASARADHI,Independent,60,0,60,0.05
Andhra Pradesh,Guntur East,16,A.V.S. CHARI,Independent,136,0,136,0.11
Andhra Pradesh,Guntur East,17,CHENNUPALLI RAM BHARATH,Independent,237,0,237,0.18
Andhra Pradesh,Guntur East,18,DURREY SHAHAWAR SHAIK,Independent,58,0,58,0.05
Andhra Pradesh,Guntur East,19,NARENDRA YEPURI,Independent,105,0,105,0.08
Andhra Pradesh,Guntur East,20,POTHURI HIMABINDU,Independent,79,0,79,0.06
Andhra Pradesh,Narasaraopet,1,ARAVINDA BABU CHADALAVADA,Telugu Desam,68183,0,68183,37.59
Andhra Pradesh,Narasaraopet,2,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,1414,0,1414,0.78
Andhra Pradesh,Narasaraopet,3,GOPIREDDY SRINIVASAREDDY,Yuvajana Sramika Rythu Congress Party,99895,0,99895,55.07
Andhra Pradesh,Narasaraopet,4,CHIRUMAMILLA RAMU,Bharatiya Janata Party,1183,0,1183,0.65
Andhra Pradesh,Narasaraopet,5,KAPULAPALLI. SATYANARAYANA REDDY,Pyramid Party of India,116,0,116,0.06
Andhra Pradesh,Narasaraopet,6,GODA RAMESH KUMAR,Navataram Party,112,0,112,0.06
Andhra Pradesh,Narasaraopet,7,JILANI SYED.,Janasena Party,8673,0,8673,4.78
Andhra Pradesh,Narasaraopet,8,MATTA PRASAD,India Praja Bandhu Party,123,0,123,0.07
Andhra Pradesh,Guntur West,29,SIVAJI KANCHIBHOTLA,Independent,31,0,31,0.04
Andhra Pradesh,Guntur West,30,SK. MOULALI,Independent,5,0,5,0.01
Andhra Pradesh,Guntur West,31,SHAIK. RAFI,Independent,7,0,7,0.01
Andhra Pradesh,Guntur West,32,SANGATI SRINIVASA REDDY,Independent,27,0,27,0.03
Andhra Pradesh,Guntur West,33,SAYYAD MEHABOOBI,Independent,40,0,40,0.05
Andhra Pradesh,Guntur West,34,DR. T. SEVA KUMAR (S.H.O. SEVA KUMAR),Independent,93,0,93,0.11
Andhra Pradesh,Guntur West,35,NOTA,None of the Above,381,0,381,0.44
Andhra Pradesh,Guntur East,21,MURUGUDU SURYA NARAYANA,Independent,28,0,28,0.02
Andhra Pradesh,Guntur East,22,RUBENU SAGGELA,Independent,59,0,59,0.05
Andhra Pradesh,Guntur East,23,SHAIK KHAJAVALI,Independent,38,0,38,0.03
Andhra Pradesh,Guntur East,24,SHAIK MOHAMMAD ARIF HUSSAIN KHADARI,Independent,26,0,26,0.02
Andhra Pradesh,Guntur East,25,SHAIK YASEEN,Independent,52,0,52,0.04
Andhra Pradesh,Guntur East,26,SYED NAZEER,Independent,31,0,31,0.02
Andhra Pradesh,Guntur East,27,HAROON RASHEED SHAIK,Independent,42,0,42,0.03
Andhra Pradesh,Guntur East,28,NOTA,None of the Above,591,0,591,0.46
Andhra Pradesh,Vinukonda,1,Gonuguntla Venkata Seeta Ramnjaneyulu,Telugu Desam,91607,468,92075,41.16
Andhra Pradesh,Vinukonda,2,Nalabothu Venkata Rao,Bharatiya Janata Party,921,10,931,0.42
Andhra Pradesh,Vinukonda,3,Bolla Brahma Naidu,Yuvajana Sramika Rythu Congress Party,119811,892,120703,53.96
Andhra Pradesh,Vinukonda,4,Vijay Kumar Atluri,Indian National Congress,1924,1,1925,0.86
Andhra Pradesh,Vinukonda,5,Gaddam Ramana,Pyramid Party of India,198,3,201,0.09
Andhra Pradesh,Vinukonda,6,Chenna SrinivasaRao,Janasena Party,4598,39,4637,2.07
Andhra Pradesh,Vinukonda,7,Janapati Parameswararao,Samajwadi Party,110,0,110,0.05
Andhra Pradesh,Vinukonda,8,Medikonda Lakshmi KanthaRao,Navarang Congress Party,76,0,76,0.03
Andhra Pradesh,Sattenapalli,1,AMBATI RAMBABU,Yuvajana Sramika Rythu Congress Party,86905,0,86905,51.45
Andhra Pradesh,Sattenapalli,2,KRISHNAM RAJU. MADDULA(RAJA YADAV),Bharatiya Janata Party,885,0,885,0.52
Andhra Pradesh,Sattenapalli,3,KODELA SIVA PRASADA RAO,Telugu Desam,69829,0,69829,41.34
Andhra Pradesh,Sattenapalli,4,CHUKKA. CHANDRAPAUL,Indian National Congress,1619,0,1619,0.96
Andhra Pradesh,Sattenapalli,5,MADHAVARAO PUTTI,All India Forward Bloc,154,0,154,0.09
Andhra Pradesh,Sattenapalli,6,YARRAM VENKATESWARA REDDY,Janasena Party,7671,0,7671,4.54
Andhra Pradesh,Sattenapalli,7,RANGISETTI NAGESWARA RAO,Pyramid Party of India,111,0,111,0.07
Andhra Pradesh,Sattenapalli,8,SHAIK SIRAJ AHAMED,Indian Union Muslim League,44,0,44,0.03
Andhra Pradesh,Narasaraopet,9,SK. MOULALI,Indian Union Muslim League,65,0,65,0.04
Andhra Pradesh,Narasaraopet,10,CHALLA SUBBARAO,Independent,65,0,65,0.04
Andhra Pradesh,Narasaraopet,11,PULIMI VENKATA RAMI REDDY.,Independent,57,0,57,0.03
Andhra Pradesh,Narasaraopet,12,BUDALA BABURAO,Independent,80,0,80,0.04
Andhra Pradesh,Narasaraopet,13,MOHAMMAD MANJUR SHAIK,Independent,127,0,127,0.07
Andhra Pradesh,Narasaraopet,14,B.V.H.L.S.N. MURTHY.,Independent,143,0,143,0.08
Andhra Pradesh,Narasaraopet,15,SRINIVASARAO CHINDUKURI,Independent,136,0,136,0.07
Andhra Pradesh,Narasaraopet,16,NOTA,None of the Above,1014,0,1014,0.56
Andhra Pradesh,Vinukonda,9,Batchu Venkata Ravi Kumar,Navataram Party,54,0,54,0.02
Andhra Pradesh,Vinukonda,10,Ustala China Kasaiah,Independent,110,0,110,0.05
Andhra Pradesh,Vinukonda,11,Gangineni Brahmanaidu,Independent,168,1,169,0.08
Andhra Pradesh,Vinukonda,12,Pasam Naga Malleswararao,Independent,241,0,241,0.11
Andhra Pradesh,Vinukonda,13,Manda VenkatRao,Independent,503,0,503,0.22
Andhra Pradesh,Vinukonda,14,NOTA,None of the Above,1939,3,1942,0.87
Andhra Pradesh,Sattenapalli,9,KUNDURU SAMBI REDDY,Navarang Congress Party,57,0,57,0.03
